project_id,floor_no,element_type,planned_start_day,cycle_time_days,actual_start_day,formwork_type,area_sqm,quantity,cost_per_sqm,total_cost,optimized_quantity,optimized_cost,cost_saving
P049,8,Slab,182,3,187,Aluminum,60.52,20,1100,1331440.0,16,1065152.0,266288.0
P088,9,Beam,194,8,193,Timber,46.23,6,600,166428.0,5,138690.0,27738.0
P068,25,Wall,18,6,19,Steel,42.98,13,850,474929.0,12,438396.0,36533.0
P012,25,Wall,126,6,127,Steel,70.19,17,850,1014245.5,14,835261.0,178984.5
P059,33,Beam,211,5,210,Steel,67.27,12,850,686154.0,11,628974.4999999999,57179.50000000012
P037,2,Wall,7,9,6,Timber,38.26,15,600,344340.0,14,321384.0,22956.0
P061,19,Column,114,7,117,Aluminum,42.35,21,1100,978285.0,16,745360.0,232925.0
P043,20,Slab,340,7,341,Steel,77.69,24,850,1584876.0,15,990547.4999999999,594328.5000000001
P070,29,Slab,84,9,85,Aluminum,92.92,15,1100,1533180.0,10,1022120.0,511060.0
P039,6,Slab,339,4,344,Timber,39.18,15,600,352620.0,12,282096.0,70524.0
P056,17,Column,361,8,366,Timber,36.27,20,600,435240.00000000006,18,391716.0,43524.00000000006
P063,25,Slab,102,7,107,Timber,33.88,11,600,223608.0,9,182952.0,40656.0
P046,4,Beam,93,5,98,Steel,22.74,5,850,96644.99999999999,4,77316.0,19328.999999999985
P088,30,Slab,316,8,320,Steel,43.95,19,850,709792.5,16,597720.0,112072.5
P011,20,Beam,102,6,105,Aluminum,56.44,22,1100,1365847.9999999998,20,1241680.0,124167.99999999977
P062,3,Wall,251,3,252,Aluminum,58.37,18,1100,1155725.9999999998,11,706276.9999999999,449448.9999999999
P077,23,Beam,24,3,28,Steel,72.19,17,850,1043145.5,12,736338.0,306807.5
P098,18,Beam,167,7,169,Timber,14.73,6,600,53028.0,4,35352.0,17676.0
P025,26,Beam,140,4,144,Timber,60.53,24,600,871632.0,21,762678.0000000001,108953.99999999988
P071,8,Slab,94,3,97,Steel,32.95,15,850,420112.50000000006,14,392105.00000000006,28007.5
P052,17,Column,181,4,183,Aluminum,31.52,23,1100,797456.0,18,624096.0,173360.0
P004,31,Column,64,3,69,Timber,81.08,10,600,486480.0,9,437832.0,48648.0
P059,33,Beam,4,4,3,Steel,23.81,21,850,425008.5,17,344054.5,80954.0
P072,27,Slab,94,9,96,Aluminum,39.62,5,1100,217910.0,4,174328.0,43582.0
P020,4,Column,272,4,276,Aluminum,67.39,24,1100,1779096.0000000002,19,1408451.0,370645.00000000023
P093,22,Wall,283,6,281,Timber,67.86,9,600,366444.0,6,244295.99999999997,122148.00000000003
P063,26,Wall,132,5,131,Timber,14.33,5,600,42990.0,5,42990.0,0.0
P054,32,Slab,72,3,70,Timber,16.53,17,600,168606.0,13,128934.00000000001,39671.999999999985
P074,24,Wall,304,8,304,Timber,68.98,5,600,206940.00000000003,5,206940.00000000003,0.0
P098,32,Wall,81,7,79,Aluminum,95.78,16,1100,1685728.0,14,1475012.0,210716.0
P057,7,Wall,174,5,174,Steel,99.87,13,850,1103563.5,12,1018674.0,84889.5
P090,33,Column,300,6,298,Aluminum,98.84,17,1100,1848308.0,12,1304688.0,543620.0
P041,31,Wall,52,6,56,Timber,41.64,14,600,349776.0,13,324792.00000000006,24983.99999999994
P003,12,Beam,290,6,294,Steel,31.76,20,850,539920.0,14,377944.00000000006,161975.99999999994
P006,11,Beam,237,7,237,Aluminum,18.88,10,1100,207679.99999999997,8,166144.0,41535.99999999997
P005,24,Wall,277,3,282,Steel,39.32,12,850,401064.0,10,334220.0,66844.0
P005,8,Beam,280,3,280,Aluminum,34.92,11,1100,422532.0,8,307296.0,115236.0
P054,32,Column,44,9,43,Steel,61.91,17,850,894599.5,12,631482.0,263117.5
P047,22,Slab,254,9,258,Aluminum,43.19,21,1100,997689.0,18,855162.0,142527.0
P087,34,Beam,359,4,360,Aluminum,30.84,16,1100,542784.0,15,508860.0,33924.0
P049,19,Wall,134,4,135,Timber,65.13,15,600,586170.0,13,508013.99999999994,78156.00000000006
P009,20,Slab,56,8,55,Aluminum,39.08,10,1100,429879.99999999994,9,386891.99999999994,42988.0
P099,14,Slab,14,4,14,Timber,41.83,19,600,476862.0,12,301176.0,175686.0
P020,33,Wall,178,7,179,Aluminum,63.86,9,1100,632214.0,7,491722.0,140492.0
P061,10,Beam,101,5,102,Steel,20.64,20,850,350880.0,18,315792.0,35088.0
P035,16,Column,180,9,178,Steel,79.68,15,850,1015920.0,13,880464.0000000001,135455.99999999988
P050,4,Beam,257,3,259,Timber,96.89,14,600,813876.0,12,697608.0,116268.0
P082,27,Beam,268,4,267,Aluminum,54.17,12,1100,715044.0,8,476696.0,238348.0
P062,28,Column,362,9,364,Timber,60.39,9,600,326106.0,8,289872.0,36234.0
P017,16,Slab,37,7,37,Steel,44.62,14,850,530978.0,13,493050.99999999994,37927.00000000006
P088,33,Column,204,7,202,Aluminum,96.1,14,1100,1479939.9999999998,11,1162810.0,317129.99999999977
P003,19,Column,259,8,260,Timber,21.97,5,600,65910.0,4,52728.0,13182.0
P032,21,Wall,155,4,158,Steel,83.22,17,850,1202529.0,15,1061055.0,141474.0
P099,22,Wall,238,9,236,Steel,68.54,24,850,1398216.0,18,1048662.0,349554.0
P013,9,Beam,309,9,308,Aluminum,81.23,22,1100,1965766.0000000002,19,1697707.0000000002,268059.0
P089,9,Wall,100,8,104,Aluminum,95.54,9,1100,945846.0,7,735658.0000000001,210187.99999999988
P073,9,Column,273,9,273,Aluminum,54.65,20,1100,1202300.0,16,961840.0,240460.0
P068,27,Column,113,6,111,Timber,35.95,10,600,215700.0,9,194130.0,21570.0
P014,17,Wall,110,6,108,Timber,80.16,14,600,673344.0,10,480959.99999999994,192384.00000000006
P098,8,Wall,143,6,141,Aluminum,86.01,11,1100,1040721.0,8,756888.0,283833.0
P011,16,Wall,167,4,168,Aluminum,71.76,24,1100,1894464.0000000002,20,1578720.0,315744.00000000023
P056,18,Column,260,7,260,Aluminum,86.41,20,1100,1901019.9999999998,18,1710917.9999999998,190102.0
P067,33,Slab,145,7,146,Steel,75.73,5,850,321852.5,4,257482.0,64370.5
P092,1,Slab,230,3,228,Aluminum,96.17,11,1100,1163657.0000000002,10,1057870.0,105787.00000000023
P029,12,Wall,268,9,272,Timber,61.36,16,600,589056.0,13,478607.99999999994,110448.00000000006
P009,6,Beam,32,6,33,Steel,44.24,19,850,714476.0,17,639268.0,75208.0
P067,5,Beam,299,4,300,Aluminum,71.25,6,1100,470250.0,6,470250.0,0.0
P025,16,Slab,219,3,218,Timber,16.22,22,600,214103.99999999997,19,184907.99999999997,29196.0
P098,18,Wall,177,7,182,Steel,54.86,8,850,373048.0,7,326417.0,46631.0
P076,18,Column,104,9,106,Steel,79.61,17,850,1150364.5,15,1015027.5000000001,135336.99999999988
P042,1,Beam,236,9,238,Timber,25.21,13,600,196638.0,11,166386.0,30252.0
P009,19,Beam,93,3,98,Timber,46.04,8,600,220992.0,7,193367.99999999997,27624.00000000003
P079,8,Column,201,6,200,Steel,41.53,13,850,458906.5,12,423606.0,35300.5
P040,3,Column,299,9,298,Timber,40.15,5,600,120450.0,4,96360.0,24090.0
P025,25,Wall,231,9,234,Steel,68.56,12,850,699312.0,9,524484.0,174828.0
P005,5,Column,255,9,260,Steel,54.77,5,850,232772.50000000003,5,232772.50000000003,0.0
P011,19,Column,85,5,86,Steel,81.76,20,850,1389920.0,14,972944.0000000001,416975.9999999999
P059,18,Column,35,6,38,Steel,15.21,19,850,245641.5,17,219784.5,25857.0
P098,31,Slab,117,6,118,Aluminum,50.85,19,1100,1062765.0,16,894960.0,167805.0
P088,33,Column,176,4,176,Timber,11.26,9,600,60804.0,8,54048.0,6756.0
P079,18,Beam,276,5,278,Aluminum,29.88,23,1100,755964.0,19,624492.0,131472.0
P038,16,Wall,85,9,86,Aluminum,79.78,15,1100,1316370.0,12,1053096.0,263274.0
P072,16,Wall,117,8,117,Aluminum,19.54,23,1100,494361.99999999994,17,365398.0,128963.99999999994
P005,7,Wall,362,5,367,Aluminum,19.5,7,1100,150150.0,6,128700.0,21450.0
P048,14,Slab,204,5,208,Steel,46.13,8,850,313684.0,6,235263.00000000003,78420.99999999997
P090,25,Beam,146,7,149,Steel,79.92,20,850,1358640.0,16,1086912.0,271728.0
P018,32,Column,215,3,217,Steel,67.42,16,850,916912.0,12,687684.0,229228.0
P070,22,Beam,105,7,110,Steel,80.36,11,850,751366.0,10,683060.0,68306.0
P037,16,Wall,349,8,349,Aluminum,14.46,5,1100,79530.00000000001,4,63624.00000000001,15906.000000000007
P060,29,Column,297,5,297,Steel,60.74,15,850,774435.0,10,516290.0,258145.0
P048,16,Wall,356,4,355,Aluminum,50.8,19,1100,1061720.0,17,949959.9999999999,111760.00000000012
P077,12,Wall,69,8,67,Steel,90.64,23,850,1772011.9999999998,18,1386792.0,385219.99999999977
P028,17,Wall,255,9,253,Timber,76.36,19,600,870504.0,13,595608.0,274896.0
P069,27,Beam,231,6,229,Timber,48.19,13,600,375882.0,10,289140.0,86742.0
P077,25,Beam,203,9,203,Timber,59.85,17,600,610470.0,12,430920.0,179550.0
P081,13,Wall,362,6,363,Timber,48.23,22,600,636636.0,20,578760.0,57876.0
P040,8,Wall,248,7,253,Steel,49.7,21,850,887145.0,17,718165.0000000001,168979.99999999988
P045,5,Column,249,9,252,Timber,67.07,9,600,362177.99999999994,6,241451.99999999997,120725.99999999997
P096,12,Wall,144,8,142,Timber,29.49,20,600,353880.0,16,283104.0,70776.0
P062,3,Wall,283,7,284,Aluminum,39.99,11,1100,483879.00000000006,8,351912.0,131967.00000000006
P093,33,Wall,356,4,360,Timber,35.12,9,600,189648.0,8,168576.0,21072.0
P058,22,Wall,241,6,245,Steel,82.07,15,850,1046392.5,13,906873.4999999999,139519.00000000012
P067,9,Beam,341,9,343,Aluminum,94.77,20,1100,2084939.9999999998,16,1667952.0,416987.99999999977
P056,18,Wall,229,7,232,Steel,47.29,17,850,683340.5,16,643144.0,40196.5
P040,29,Slab,31,9,34,Aluminum,16.94,6,1100,111804.00000000001,6,111804.00000000001,0.0
P098,27,Wall,109,3,107,Steel,18.42,16,850,250512.00000000003,11,172227.0,78285.00000000003
P040,17,Beam,27,7,27,Timber,45.96,16,600,441216.0,10,275760.0,165456.0
P091,34,Slab,343,7,342,Aluminum,45.55,14,1100,701469.9999999999,12,601259.9999999999,100210.0
P077,3,Slab,160,5,164,Timber,23.15,17,600,236129.99999999997,13,180570.0,55559.99999999997
P033,5,Wall,17,3,17,Steel,82.64,16,850,1123904.0,12,842928.0,280976.0
P006,14,Wall,267,3,272,Steel,55.01,23,850,1075445.5,21,981928.5,93517.0
P088,3,Beam,129,9,132,Aluminum,19.82,21,1100,457842.00000000006,19,414238.0,43604.00000000006
P019,23,Slab,220,4,224,Steel,18.88,20,850,320960.0,18,288864.0,32096.0
P080,30,Slab,82,9,83,Steel,50.14,21,850,894999.0,16,681904.0,213095.0
P040,23,Beam,49,5,53,Aluminum,20.52,10,1100,225720.0,9,203148.0,22572.0
P092,27,Wall,41,3,43,Timber,60.51,22,600,798732.0,15,544590.0,254142.0
P097,10,Column,20,5,23,Aluminum,44.65,15,1100,736725.0,14,687610.0,49115.0
P059,25,Column,327,5,327,Steel,92.77,16,850,1261672.0,11,867399.4999999999,394272.5000000001
P059,13,Slab,37,6,40,Steel,47.7,21,850,851445.0,14,567630.0,283815.0
P048,16,Slab,39,9,44,Aluminum,65.3,6,1100,430979.99999999994,4,287320.0,143659.99999999994
P041,34,Wall,109,3,108,Aluminum,83.02,17,1100,1552474.0,14,1278508.0,273966.0
P013,22,Column,64,6,68,Timber,37.26,23,600,514187.99999999994,21,469475.99999999994,44712.0
P045,17,Slab,175,9,174,Steel,56.07,23,850,1096168.5,15,714892.5,381276.0
P089,23,Wall,279,7,281,Steel,20.88,8,850,141984.0,6,106488.0,35496.0
P053,9,Column,32,9,30,Timber,48.95,5,600,146850.0,4,117480.0,29370.0
P042,2,Beam,209,7,214,Aluminum,43.82,6,1100,289212.0,5,241010.0,48202.0
P100,32,Slab,19,6,19,Aluminum,48.54,22,1100,1174667.9999999998,17,907698.0,266969.99999999977
P063,22,Beam,106,7,109,Timber,19.67,16,600,188832.00000000003,11,129822.0,59010.00000000003
P027,13,Column,206,6,211,Aluminum,45.86,13,1100,655798.0,10,504460.0,151338.0
P038,8,Wall,247,9,252,Timber,88.32,9,600,476927.99999999994,6,317952.0,158975.99999999994
P060,1,Wall,323,4,323,Aluminum,94.33,20,1100,2075260.0,18,1867734.0,207526.0
P007,17,Column,167,5,166,Aluminum,31.76,8,1100,279488.0,6,209616.0,69872.0
P005,12,Beam,89,4,90,Aluminum,37.05,24,1100,978119.9999999999,18,733590.0,244529.99999999988
P045,4,Wall,316,3,321,Timber,10.86,7,600,45612.0,6,39096.0,6516.0
P058,13,Slab,11,4,11,Timber,20.4,22,600,269280.0,17,208079.99999999997,61200.00000000003
P031,31,Beam,49,4,53,Timber,41.06,12,600,295632.0,10,246360.0,49272.0
P023,7,Beam,61,7,66,Steel,71.66,6,850,365466.0,5,304554.99999999994,60911.00000000006
P042,23,Slab,171,8,170,Steel,36.3,16,850,493679.99999999994,10,308550.0,185129.99999999994
P010,24,Column,143,9,144,Timber,16.79,5,600,50369.99999999999,4,40296.0,10073.999999999993
P032,5,Wall,207,8,205,Steel,75.78,22,850,1417086.0,18,1159434.0,257652.0
P053,5,Beam,201,6,205,Steel,52.01,14,850,618919.0,10,442085.0,176834.0
P030,17,Wall,5,3,3,Aluminum,56.73,12,1100,748836.0,11,686433.0,62403.0
P039,30,Wall,211,8,210,Aluminum,39.34,8,1100,346192.00000000006,7,302918.0,43274.00000000006
P031,9,Beam,29,7,33,Aluminum,65.17,22,1100,1577114.0,20,1433740.0,143374.0
P082,6,Column,190,3,189,Steel,90.17,7,850,536511.5,6,459867.0,76644.5
P100,25,Beam,188,5,186,Steel,59.84,7,850,356048.0,5,254320.00000000003,101727.99999999997
P002,19,Column,325,6,324,Timber,62.88,16,600,603648.0,11,415008.00000000006,188639.99999999994
P078,16,Slab,255,7,259,Steel,43.62,23,850,852771.0,15,556155.0,296616.0
P077,21,Column,150,4,152,Steel,17.44,21,850,311304.0,18,266832.0,44472.0
P093,2,Column,13,9,13,Timber,48.57,21,600,611982.0,14,407988.0,203994.0
P012,10,Beam,157,5,159,Timber,93.22,8,600,447456.0,7,391524.0,55932.0
P039,16,Wall,80,4,81,Timber,71.22,11,600,470052.0,9,384588.0,85464.0
P066,15,Wall,356,8,355,Aluminum,54.12,11,1100,654851.9999999999,9,535788.0,119063.99999999988
P096,13,Column,273,9,272,Timber,65.88,11,600,434807.99999999994,9,355752.0,79055.99999999994
P013,13,Column,148,3,152,Aluminum,60.27,12,1100,795564.0,8,530376.0,265188.0
P046,32,Beam,206,5,207,Steel,92.12,23,850,1800946.0000000002,16,1252832.0,548114.0000000002
P027,8,Column,114,9,118,Steel,30.15,13,850,333157.5,12,307529.99999999994,25627.50000000006
P017,18,Beam,6,9,6,Aluminum,89.98,13,1100,1286714.0,12,1187736.0,98978.0
P095,26,Slab,278,7,276,Aluminum,71.96,18,1100,1424808.0,12,949872.0,474936.0
P098,10,Column,232,4,237,Aluminum,21.5,22,1100,520300.0,20,473000.0,47300.0
P060,31,Slab,137,8,139,Steel,43.47,13,850,480343.5,11,406444.49999999994,73899.00000000006
P064,33,Column,160,4,160,Steel,49.27,9,850,376915.5,8,335036.0,41879.5
P088,29,Column,344,3,342,Timber,17.46,12,600,125712.0,9,94284.00000000001,31427.999999999985
P035,5,Slab,289,3,287,Timber,59.88,8,600,287424.0,6,215568.00000000003,71855.99999999997
P070,13,Slab,205,8,204,Steel,33.34,24,850,680136.0000000001,17,481763.00000000006,198373.00000000006
P083,1,Beam,326,6,327,Timber,51.23,18,600,553284.0,15,461069.99999999994,92214.00000000006
P030,23,Beam,305,8,308,Timber,49.49,21,600,623574.0,18,534492.0,89082.0
P071,3,Slab,360,6,365,Aluminum,56.95,20,1100,1252900.0,13,814385.0,438515.0
P074,3,Column,158,8,157,Steel,86.16,13,850,952067.9999999999,10,732359.9999999999,219708.0
P096,7,Beam,358,8,362,Aluminum,80.27,9,1100,794673.0,6,529782.0,264891.0
P098,15,Column,106,3,109,Steel,88.57,9,850,677560.4999999999,8,602276.0,75284.49999999988
P063,3,Wall,82,6,87,Steel,61.51,10,850,522835.0,8,418268.0,104567.0
P028,29,Beam,342,8,343,Aluminum,65.42,10,1100,719620.0,9,647658.0,71962.0
P060,30,Beam,270,9,275,Steel,48.74,12,850,497148.0,8,331432.0,165716.0
P079,18,Beam,49,4,48,Aluminum,74.55,20,1100,1640100.0,14,1148070.0,492030.0
P094,11,Wall,206,3,208,Aluminum,28.44,18,1100,563112.0,15,469260.0,93852.0
P037,1,Slab,218,9,217,Steel,52.77,5,850,224272.50000000003,4,179418.0,44854.50000000003
P093,29,Column,306,9,308,Steel,74.28,20,850,1262760.0,18,1136484.0,126276.0
P022,10,Wall,164,5,167,Aluminum,80.01,19,1100,1672209.0,18,1584198.0,88011.0
P068,28,Slab,279,3,279,Timber,32.32,9,600,174528.0,7,135744.0,38784.0
P020,31,Beam,322,8,322,Timber,26.34,13,600,205452.0,10,158040.0,47412.0
P096,19,Slab,231,7,234,Steel,35.97,7,850,214021.5,7,214021.5,0.0
P100,3,Slab,199,7,202,Steel,92.81,11,850,867773.5000000001,8,631108.0,236665.50000000012
P068,15,Slab,214,9,213,Timber,21.62,11,600,142692.0,9,116748.00000000001,25943.999999999985
P091,33,Column,284,9,284,Steel,95.78,20,850,1628260.0,17,1384021.0,244239.0
P064,26,Slab,276,3,274,Steel,99.53,7,850,592203.5,6,507603.00000000006,84600.49999999994
P017,16,Slab,185,5,190,Timber,80.51,19,600,917814.0,14,676284.0000000001,241529.99999999988
P012,33,Slab,210,3,212,Steel,78.44,11,850,733413.9999999999,9,600066.0,133347.99999999988
P022,20,Slab,121,5,124,Timber,95.8,7,600,402360.0,6,344880.0,57480.0
P017,13,Wall,216,8,220,Timber,36.15,20,600,433800.0,14,303660.0,130140.0
P010,33,Wall,97,4,98,Timber,21.61,10,600,129660.0,8,103728.0,25932.0
P065,5,Slab,119,4,121,Steel,84.08,12,850,857616.0,8,571744.0,285872.0
P022,14,Slab,282,5,281,Aluminum,25.38,20,1100,558360.0,17,474606.0,83754.0
P090,27,Slab,106,9,106,Aluminum,14.09,10,1100,154990.0,9,139491.0,15499.0
P082,23,Beam,318,6,318,Aluminum,27.68,20,1100,608960.0,14,426272.0,182688.0
P050,14,Slab,142,4,147,Steel,49.41,6,850,251990.99999999997,4,167994.0,83996.99999999997
P014,4,Slab,323,7,321,Steel,54.56,5,850,231880.0,4,185504.0,46376.0
P064,19,Wall,268,3,268,Steel,15.63,23,850,305566.5,17,225853.50000000003,79712.99999999997
P047,4,Wall,291,8,290,Steel,49.91,18,850,763622.9999999999,15,636352.5,127270.49999999988
P029,30,Wall,167,6,166,Aluminum,64.39,23,1100,1629067.0,15,1062435.0,566632.0
P076,19,Column,160,9,161,Timber,93.86,8,600,450528.0,7,394212.0,56316.0
P036,31,Beam,231,7,233,Steel,30.46,6,850,155346.0,5,129455.00000000001,25890.999999999985
P099,31,Slab,14,3,18,Steel,28.99,6,850,147849.0,5,123207.49999999999,24641.500000000015
P052,9,Wall,193,7,198,Steel,45.05,16,850,612680.0,12,459509.99999999994,153170.00000000006
P076,13,Column,155,6,157,Timber,98.53,15,600,886770.0,11,650298.0,236472.0
P007,14,Slab,101,5,103,Aluminum,40.26,22,1100,974291.9999999999,14,620004.0,354287.9999999999
P029,10,Slab,60,3,64,Steel,13.95,23,850,272722.5,20,237150.0,35572.5
P011,31,Wall,43,7,48,Aluminum,33.91,21,1100,783320.9999999999,17,634116.9999999999,149204.0
P033,23,Slab,193,8,194,Steel,60.25,8,850,409700.0,8,409700.0,0.0
P006,27,Slab,311,9,312,Aluminum,47.13,16,1100,829488.0,12,622116.0000000001,207371.99999999988
P079,6,Slab,109,8,110,Steel,79.68,7,850,474096.0,6,406368.00000000006,67727.99999999994
P032,26,Wall,93,7,91,Aluminum,64.65,20,1100,1422300.0,18,1280070.0,142230.0
P051,2,Column,216,9,217,Steel,60.35,8,850,410380.0,7,359082.5,51297.5
P075,13,Slab,163,6,168,Steel,39.07,10,850,332095.0,7,232466.5,99628.5
P058,19,Column,351,6,351,Aluminum,59.67,5,1100,328185.0,4,262548.0,65637.0
P087,1,Slab,234,9,237,Aluminum,65.4,9,1100,647460.0,7,503580.00000000006,143879.99999999994
P026,32,Wall,351,8,349,Timber,26.13,14,600,219492.0,11,172458.0,47034.0
P098,22,Column,167,8,171,Timber,76.23,18,600,823284.0000000001,14,640332.0,182952.00000000012
P046,29,Wall,148,9,148,Timber,45.36,9,600,244944.0,7,190512.0,54432.0
P098,2,Beam,28,6,32,Timber,76.8,14,600,645120.0,12,552960.0,92160.0
P029,11,Slab,259,5,261,Aluminum,25.99,13,1100,371657.0,8,228712.0,142945.0
P004,17,Beam,86,4,85,Timber,69.09,17,600,704718.0,12,497448.0,207270.0
P081,8,Beam,108,7,110,Steel,12.42,21,850,221697.0,15,158355.0,63342.0
P099,22,Beam,117,5,118,Aluminum,24.31,23,1100,615043.0,17,454597.0,160446.0
P013,4,Slab,364,7,363,Steel,90.2,24,850,1840080.0000000002,16,1226720.0,613360.0000000002
P039,11,Wall,15,8,17,Timber,51.53,5,600,154590.0,5,154590.0,0.0
P015,8,Beam,211,5,209,Timber,55.71,13,600,434538.0,12,401112.0,33426.0
P029,9,Column,318,8,319,Timber,91.68,22,600,1210176.0,19,1045152.0,165024.0
P029,26,Slab,31,9,33,Aluminum,53.64,9,1100,531036.0,8,472032.0,59004.0
P075,2,Wall,282,9,281,Steel,68.91,18,850,1054323.0,15,878602.4999999999,175720.50000000012
P032,16,Wall,185,8,185,Steel,29.98,23,850,586109.0,17,433211.0,152898.0
P002,31,Beam,66,8,68,Aluminum,17.34,19,1100,362406.0,14,267036.0,95370.0
P047,6,Slab,316,3,314,Timber,41.8,8,600,200640.0,6,150480.0,50160.0
P078,21,Beam,63,4,62,Timber,81.88,8,600,393024.0,6,294768.0,98256.0
P084,26,Column,228,8,230,Aluminum,50.22,22,1100,1215324.0,15,828630.0,386694.0
P022,19,Wall,101,7,101,Steel,25.13,22,850,469931.0,17,363128.5,106802.5
P075,28,Wall,356,6,357,Steel,59.06,12,850,602412.0,8,401608.0,200804.0
P027,8,Slab,139,4,144,Steel,33.75,6,850,172125.0,6,172125.0,0.0
P067,14,Wall,119,7,120,Steel,95.2,20,850,1618400.0,14,1132880.0,485520.0
P081,24,Slab,57,3,61,Timber,61.97,18,600,669276.0,16,594912.0,74364.0
P056,26,Beam,131,8,132,Timber,98.47,5,600,295410.0,5,295410.0,0.0
P092,31,Column,37,7,40,Aluminum,13.88,21,1100,320628.0,14,213752.00000000003,106875.99999999997
P093,32,Slab,111,7,110,Aluminum,11.04,14,1100,170016.0,12,145728.0,24288.0
P021,2,Beam,153,7,157,Aluminum,52.94,20,1100,1164680.0,17,989978.0,174702.0
P047,25,Column,250,4,254,Timber,87.58,7,600,367835.99999999994,7,367835.99999999994,0.0
P080,2,Wall,242,8,246,Timber,57.2,23,600,789360.0000000001,21,720720.0,68640.00000000012
P059,1,Column,208,7,211,Timber,88.86,15,600,799740.0,14,746424.0,53316.0
P084,12,Column,170,6,174,Aluminum,21.75,19,1100,454575.0,14,334950.0,119625.0
P006,9,Column,257,8,257,Timber,72.94,22,600,962807.9999999999,15,656460.0,306347.9999999999
P019,28,Wall,279,5,284,Steel,69.39,24,850,1415556.0,18,1061667.0,353889.0
P057,33,Slab,363,6,363,Timber,59.05,23,600,814889.9999999999,18,637739.9999999999,177150.0
P069,22,Slab,113,3,115,Steel,46.46,11,850,434401.0,8,315928.0,118473.0
P003,25,Column,175,9,176,Steel,68.24,10,850,580040.0,7,406027.99999999994,174012.00000000006
P001,18,Beam,89,4,88,Steel,59.51,13,850,657585.5,11,556418.5,101167.0
P058,6,Beam,135,5,138,Timber,34.54,17,600,352307.99999999994,12,248688.0,103619.99999999994
P038,18,Column,294,4,297,Aluminum,19.42,12,1100,256344.00000000003,11,234982.0,21362.00000000003
P015,16,Column,303,4,304,Steel,44.8,22,850,837759.9999999999,16,609280.0,228479.99999999988
P034,15,Beam,359,7,362,Steel,56.12,7,850,333914.0,5,238509.99999999997,95404.00000000003
P061,8,Column,206,6,207,Timber,55.77,5,600,167310.0,4,133848.0,33462.0
P035,13,Column,318,5,323,Timber,48.3,22,600,637560.0,16,463680.0,173880.0
P064,7,Slab,73,7,75,Steel,39.46,8,850,268328.0,7,234787.00000000003,33540.99999999997
P025,17,Slab,259,5,261,Aluminum,41.54,22,1100,1005268.0,20,913880.0,91388.0
P024,32,Column,358,8,360,Timber,33.93,20,600,407160.0,15,305370.0,101790.0
P012,22,Column,148,8,146,Steel,62.19,22,850,1162952.9999999998,18,951507.0000000001,211445.99999999965
P018,13,Wall,225,6,223,Aluminum,86.49,7,1100,665973.0,6,570833.9999999999,95139.00000000012
P015,23,Slab,105,7,108,Timber,89.17,18,600,963036.0,13,695526.0,267510.0
P080,29,Column,44,5,43,Aluminum,99.44,14,1100,1531375.9999999998,10,1093840.0,437535.99999999977
P027,22,Wall,356,9,355,Steel,17.99,9,850,137623.5,7,107040.5,30583.0
P072,1,Wall,26,8,28,Aluminum,29.28,12,1100,386496.0,9,289872.0,96624.0
P060,29,Wall,304,7,304,Steel,75.72,22,850,1415964.0,19,1222878.0,193086.0
P046,5,Wall,261,4,260,Timber,68.07,9,600,367577.99999999994,9,367577.99999999994,0.0
