project_id,floor_no,element_type,planned_start_day,cycle_time_days,actual_start_day
P076,5,Wall,113,3,115
P071,4,Slab,111,8,116
P015,9,Wall,309,6,312
P021,29,Wall,137,3,135
P019,22,Slab,133,8,133
P060,27,Wall,328,4,330
P093,10,Beam,189,4,194
P089,16,Slab,277,7,282
P033,10,Wall,225,3,225
P049,6,Slab,103,5,103
P096,5,Wall,107,9,110
P035,6,Wall,63,5,62
P044,25,Beam,245,6,250
P090,4,Beam,173,5,175
P011,32,Beam,333,8,333
P099,10,Wall,331,3,334
P072,34,Beam,210,4,215
P078,6,Slab,191,3,192
P074,16,Wall,158,3,163
P066,19,Slab,319,4,323
P046,34,Beam,225,8,225
P009,25,Wall,172,3,172
P003,31,Slab,323,5,325
P085,17,Column,36,6,40
P026,30,Slab,134,9,135
P072,31,Wall,37,6,37
P048,19,Column,93,3,95
P066,29,Beam,75,8,77
P070,1,Beam,244,4,249
P028,4,Slab,183,7,186
P093,28,Beam,205,8,209
P026,18,Slab,187,3,187
P025,26,Slab,166,3,164
P012,19,Slab,115,7,113
P005,6,Slab,207,6,206
P098,1,Wall,245,8,243
P048,8,Wall,333,6,331
P037,33,Column,161,9,163
P079,21,Column,13,7,15
P044,24,Beam,294,4,297
P100,25,Wall,236,9,240
P015,19,Column,273,3,273
P043,29,Wall,114,5,118
P048,10,Wall,152,6,156
P087,12,Beam,26,6,26
P070,33,Beam,168,8,173
P046,7,Slab,32,9,37
P043,17,Wall,221,9,223
P021,10,Slab,206,6,211
P023,31,Slab,342,4,342
P080,6,Slab,98,7,100
P047,17,Wall,91,4,95
P015,18,Wall,214,6,218
P025,26,Slab,188,8,186
P036,16,Wall,57,3,57
P075,8,Slab,107,6,112
P051,24,Column,195,3,193
P015,13,Wall,22,8,21
P068,29,Beam,186,3,189
P021,32,Beam,85,6,88
P013,24,Slab,80,6,84
P086,16,Column,329,3,333
P019,11,Wall,77,4,77
P034,32,Slab,330,4,334
P078,6,Column,341,8,343
P068,33,Column,177,4,180
P052,18,Wall,174,9,179
P027,13,Beam,82,5,84
P029,10,Beam,21,3,24
P028,26,Column,179,5,178
P035,17,Beam,330,5,332
P008,1,Column,225,9,223
P016,25,Column,265,3,267
P036,34,Column,269,5,274
P030,10,Beam,251,8,250
P018,20,Slab,273,8,274
P002,7,Beam,343,3,348
P049,16,Slab,272,7,277
P077,29,Beam,280,7,281
P004,12,Wall,223,9,228
P090,17,Wall,75,3,73
P089,20,Beam,151,3,152
P094,26,Wall,359,3,363
P075,19,Wall,342,4,344
P007,12,Wall,105,3,104
P095,21,Wall,42,8,45
P074,34,Slab,176,8,174
P039,7,Column,245,6,246
P013,15,Slab,253,7,255
P031,1,Column,274,7,277
P071,26,Column,334,9,337
P063,25,Beam,92,3,94
P056,15,Beam,11,7,11
P042,22,Beam,152,3,152
P061,6,Beam,189,3,193
P042,15,Beam,164,7,163
P056,24,Slab,126,7,130
P036,21,Slab,211,6,215
P084,7,Wall,97,9,95
P068,29,Slab,309,5,310
P007,32,Slab,339,6,340
P054,32,Beam,47,6,49
P001,5,Wall,308,7,309
P044,4,Slab,224,9,228
P045,22,Slab,57,8,56
P047,18,Wall,75,9,75
P013,17,Column,254,6,256
P022,24,Beam,151,8,156
P021,2,Slab,59,7,57
P086,13,Slab,325,4,327
P092,15,Wall,86,3,90
P009,5,Slab,170,5,171
P026,3,Beam,146,8,145
P009,3,Slab,327,4,331
P015,23,Column,33,8,31
P010,28,Beam,3,3,5
P088,30,Column,284,3,285
P042,18,Wall,257,9,259
P072,33,Beam,126,5,124
P024,26,Slab,113,6,117
P080,17,Beam,303,3,304
P049,7,Beam,293,5,293
P026,8,Beam,342,8,345
P091,31,Column,48,8,46
P037,12,Wall,364,8,364
P068,31,Beam,275,9,275
P050,19,Slab,195,8,196
P024,10,Beam,339,8,341
P019,12,Beam,225,7,229
P100,20,Wall,213,3,215
P060,7,Slab,321,9,320
P039,14,Slab,282,3,280
P074,11,Column,138,6,136
P089,7,Slab,355,9,359
P018,29,Slab,333,6,338
P019,10,Slab,70,9,71
P036,29,Beam,299,7,300
P074,9,Column,70,3,69
P097,10,Slab,208,9,207
P055,19,Slab,200,6,200
P069,31,Slab,59,9,64
P047,17,Beam,259,5,262
P049,9,Beam,341,8,346
P099,33,Column,351,8,356
P098,34,Wall,334,3,333
P033,24,Column,357,8,362
P021,9,Beam,339,8,341
P081,7,Slab,165,5,165
P022,16,Slab,245,4,248
P048,19,Column,84,7,83
P037,6,Slab,309,6,314
P015,11,Beam,114,4,117
P035,12,Column,234,6,236
P092,13,Wall,262,4,267
P071,12,Beam,172,8,174
P032,21,Beam,18,6,18
P011,10,Slab,235,7,235
P010,20,Beam,310,3,312
P073,28,Beam,157,5,158
P078,24,Wall,211,4,215
P077,5,Slab,281,5,286
P057,12,Beam,319,5,324
P025,2,Slab,196,6,196
P002,9,Beam,115,3,119
P064,22,Wall,160,6,158
P035,5,Slab,155,5,156
P007,12,Slab,51,8,49
P085,1,Wall,284,9,287
P018,22,Column,73,7,76
P067,19,Beam,328,3,331
P042,16,Beam,341,3,340
P039,31,Column,110,8,110
P041,3,Slab,286,5,286
P075,23,Slab,221,6,223
P024,18,Wall,9,8,13
P060,26,Wall,82,7,82
P046,13,Wall,320,4,324
P019,18,Column,294,6,297
P068,3,Column,22,3,20
P090,23,Slab,99,8,104
P042,3,Wall,170,6,171
P032,25,Slab,190,4,195
P039,27,Column,106,9,105
P036,27,Beam,320,9,324
P097,25,Slab,265,7,269
P036,24,Column,351,9,352
P003,8,Wall,168,9,173
P073,9,Beam,344,8,342
P008,30,Beam,113,7,112
P097,19,Beam,328,4,332
P070,16,Wall,306,4,311
P041,24,Beam,148,9,153
P068,21,Column,337,5,339
P013,6,Slab,220,3,220
P049,5,Beam,33,5,33
P060,14,Beam,220,6,222
P002,4,Column,319,4,317
P060,8,Wall,185,5,189
P005,24,Beam,193,3,195
P044,11,Column,361,3,366
P027,17,Column,180,4,184
P032,21,Wall,355,8,358
P021,26,Wall,6,5,10
P008,27,Slab,9,7,7
P072,16,Beam,357,4,356
P050,26,Slab,61,9,62
P067,33,Column,163,6,164
P044,31,Beam,99,5,104
P058,6,Column,148,5,150
P003,8,Column,58,4,58
P086,7,Column,215,8,217
P070,34,Wall,316,5,316
P002,14,Wall,182,5,184
P087,16,Beam,35,6,40
P044,9,Column,303,8,305
P002,10,Column,46,6,50
P081,17,Beam,87,7,88
P035,12,Slab,4,6,9
P098,6,Column,266,9,269
P087,19,Wall,107,7,107
P030,29,Slab,75,6,78
P008,6,Slab,40,7,43
P022,25,Slab,127,8,130
P044,24,Slab,183,6,184
P058,25,Slab,119,6,122
P036,16,Slab,73,4,77
P069,16,Beam,40,6,40
P077,6,Beam,204,7,203
P093,21,Slab,96,4,99
P031,4,Wall,279,7,282
P047,34,Beam,143,6,142
P055,28,Beam,115,6,118
P080,28,Slab,133,7,132
P062,17,Wall,168,8,166
P030,14,Slab,245,8,250
P055,7,Wall,277,9,278
P016,22,Wall,259,8,260
P012,1,Column,46,5,45
P017,29,Beam,346,4,348
P016,31,Slab,335,4,336
P012,30,Beam,237,8,237
P008,15,Beam,53,6,54
P084,18,Wall,148,4,149
P003,30,Beam,187,7,192
P016,34,Column,21,6,26
P030,11,Slab,90,4,90
P023,27,Beam,233,3,232
P092,24,Slab,215,4,219
P005,8,Beam,51,8,55
P084,18,Slab,153,7,152
P065,13,Slab,324,4,324
P030,24,Slab,116,9,120
P021,23,Beam,214,5,219
P084,12,Column,339,8,340
P070,30,Slab,351,9,354
P022,31,Wall,137,9,138
P082,28,Wall,285,5,284
P072,22,Wall,71,6,74
P032,28,Column,245,5,243
P033,13,Slab,38,7,37
P016,25,Column,216,3,216
P076,7,Slab,127,3,130
P038,6,Column,72,6,70
P098,24,Slab,226,6,230
P014,19,Wall,315,5,313
P036,19,Slab,284,9,289
P097,9,Column,302,7,302
P023,29,Slab,246,5,249
P066,24,Beam,71,7,73
P085,5,Slab,195,7,194
P002,26,Wall,38,3,39
P091,14,Slab,117,9,121
P073,29,Beam,238,7,241
P065,6,Beam,364,4,369
P075,7,Beam,204,7,203
P067,18,Column,351,3,351
P052,23,Beam,319,8,324
P062,1,Column,359,5,360
P023,4,Beam,5,7,7
P026,23,Column,157,4,161
P068,27,Beam,107,6,112
P082,26,Beam,228,5,228
P055,8,Slab,142,6,141
P006,16,Beam,314,4,318
P035,3,Slab,172,3,170
P022,32,Beam,146,8,146
P043,5,Beam,7,9,7
P015,20,Slab,343,3,342
P086,14,Slab,353,8,355
P060,32,Column,301,9,300
P012,26,Wall,16,5,21
P049,6,Slab,320,7,319
P042,5,Column,37,7,39
P038,13,Beam,153,6,155
P082,32,Slab,265,3,265
P045,16,Slab,183,7,181
P035,1,Beam,156,8,155
P030,13,Beam,137,9,135
P088,11,Beam,90,7,95
P030,8,Beam,218,3,220
P078,25,Wall,330,3,332
P006,32,Slab,186,4,185
P067,24,Beam,209,9,209
P080,28,Beam,51,6,55
P007,14,Wall,288,9,287
P052,3,Slab,88,3,88
P014,27,Column,136,9,137
P073,20,Slab,158,4,163
P015,15,Column,282,9,282
P021,27,Wall,155,3,154
P035,28,Beam,220,5,219
P066,25,Wall,167,8,167
P091,33,Slab,322,8,320
P002,14,Beam,179,5,179
P035,8,Slab,329,5,330
P082,14,Column,50,3,51
P078,1,Slab,301,7,299
P020,16,Wall,87,7,88
P082,18,Wall,33,5,32
P010,7,Wall,275,6,273
P025,15,Beam,141,8,139
P066,24,Slab,206,4,204
P025,13,Beam,224,5,227
P054,9,Slab,113,8,118
P033,15,Column,278,4,278
P036,24,Slab,353,9,358
P095,33,Slab,5,4,5
P014,16,Slab,212,5,210
P065,8,Slab,256,7,260
P080,29,Column,334,6,335
P054,23,Beam,30,8,33
P052,31,Wall,347,5,352
P003,14,Slab,82,4,85
P099,30,Wall,236,8,235
P041,27,Wall,344,3,343
P006,16,Wall,361,9,361
P025,6,Wall,323,3,325
P013,33,Slab,253,8,251
P098,18,Wall,118,8,120
P008,16,Slab,30,4,29
P021,12,Column,111,5,115
P098,20,Beam,254,7,254
P068,29,Beam,199,5,199
P025,30,Slab,295,6,300
P079,26,Slab,342,8,342
P068,22,Beam,297,3,297
P045,33,Wall,287,4,287
P060,29,Slab,244,7,242
P012,22,Wall,221,9,224
P032,13,Slab,156,5,161
P096,9,Slab,236,6,238
P092,24,Column,320,5,324
P013,15,Column,19,9,22
P031,13,Beam,215,6,214
P078,27,Column,114,5,113
P020,7,Column,200,7,203
P018,8,Beam,25,7,25
P093,14,Wall,121,4,126
P060,12,Column,230,7,230
P063,17,Wall,99,6,102
P006,29,Beam,346,4,346
P032,27,Slab,3,9,6
P093,1,Wall,261,7,265
P043,34,Beam,254,3,255
P002,4,Wall,20,9,19
P060,24,Beam,204,6,204
P023,21,Beam,294,9,296
P083,33,Slab,357,9,358
P031,7,Wall,128,4,126
P005,1,Slab,358,6,362
P083,3,Slab,292,4,297
P034,15,Wall,174,6,175
P010,31,Wall,221,3,222
P089,16,Beam,355,9,359
P002,10,Wall,37,7,38
P011,29,Beam,310,5,315
P050,6,Beam,149,9,151
P031,29,Beam,92,5,96
P056,17,Beam,70,5,69
P079,22,Beam,84,9,88
P073,24,Beam,205,4,205
P087,17,Wall,267,7,272
P083,21,Wall,88,9,90
P009,11,Column,252,8,254
P099,7,Wall,211,4,215
P021,5,Slab,343,9,346
P073,21,Column,31,9,31
P028,18,Wall,357,4,360
P062,20,Slab,316,9,319
P007,15,Wall,61,4,65
P080,5,Beam,67,9,72
P016,13,Column,226,8,227
P097,12,Beam,335,9,338
P004,21,Column,327,4,325
P004,6,Column,67,7,68
P040,7,Beam,128,9,129
P017,26,Column,111,5,114
P052,8,Column,272,6,275
P093,9,Wall,301,4,300
P052,27,Slab,34,9,39
P036,4,Beam,212,7,213
P038,21,Wall,300,3,298
P050,31,Wall,125,6,127
P063,21,Beam,103,4,107
P063,25,Column,206,4,209
P062,15,Beam,120,9,121
P099,28,Slab,170,6,172
P007,14,Slab,35,6,38
P027,4,Beam,331,4,330
P092,20,Wall,246,7,250
P086,34,Beam,340,3,343
P014,12,Slab,309,9,307
P071,33,Beam,58,7,58
P086,24,Column,306,8,311
P005,20,Beam,141,5,141
P055,5,Wall,111,5,114
P002,30,Column,163,5,162
P062,24,Slab,111,4,109
P091,7,Beam,152,9,155
P021,16,Wall,65,9,70
P079,15,Wall,106,3,108
P021,23,Slab,216,3,215
P010,12,Beam,91,9,92
P087,29,Wall,26,8,28
P058,15,Column,157,4,160
P039,29,Beam,72,4,73
P005,21,Slab,44,4,45
P065,15,Column,90,3,94
P013,14,Beam,133,4,135
P085,16,Wall,161,6,165
P090,15,Slab,232,6,233
P085,4,Slab,261,6,265
P053,27,Beam,111,4,111
P082,23,Slab,164,6,168
P045,29,Column,77,9,79
P032,9,Beam,209,8,208
P036,7,Column,13,4,13
P081,4,Slab,58,8,57
P099,5,Slab,344,6,342
P060,5,Slab,36,4,35
P011,11,Column,25,7,27
P063,28,Slab,34,5,33
P021,16,Beam,140,7,138
P052,30,Wall,275,5,276
P055,4,Beam,362,5,364
P026,2,Wall,222,6,225
P068,3,Slab,37,5,37
P034,21,Beam,363,5,368
P052,6,Column,129,7,129
P082,18,Wall,316,5,315
P099,5,Column,323,4,323
P093,9,Wall,218,8,222
P052,20,Slab,335,9,333
P029,28,Beam,248,8,251
P038,26,Wall,111,4,115
P042,18,Beam,304,9,304
P021,19,Wall,220,6,224
P042,3,Wall,196,9,195
P013,9,Slab,147,9,152
P064,31,Wall,344,7,344
P017,17,Column,40,9,44
P009,23,Wall,134,9,139
P041,34,Wall,352,3,353
P001,5,Wall,191,8,192
P002,15,Slab,163,7,163
P060,3,Beam,61,8,63
P048,19,Beam,5,3,8
P029,28,Slab,37,5,37
P097,3,Column,217,3,222
P010,4,Column,225,5,226
P058,24,Slab,216,8,221
P060,31,Beam,139,9,140
P021,11,Column,106,7,104
P028,1,Slab,99,7,98
P075,9,Beam,168,6,166
P034,17,Column,264,8,266
P008,1,Column,87,6,86
P059,3,Slab,84,9,84
P086,26,Beam,224,8,224
P072,31,Column,11,9,13
P049,26,Slab,327,5,330
P079,23,Column,186,8,187
P017,30,Beam,350,8,353
P060,10,Wall,231,5,231
P087,8,Column,141,4,139
P088,25,Beam,106,9,107
P045,22,Column,253,4,253
P083,15,Wall,49,8,50
P069,10,Wall,263,4,266
P032,20,Column,205,7,204
P044,23,Slab,357,8,357
P065,1,Column,51,3,51
P087,2,Beam,175,5,180
P008,19,Slab,225,6,226
P077,14,Beam,261,5,260
P072,8,Beam,222,8,220
P087,12,Slab,223,3,228
P043,26,Wall,269,5,268
P001,27,Beam,298,6,296
P051,29,Column,318,6,322
P024,15,Wall,74,3,78
P099,1,Wall,114,6,119
P024,28,Slab,219,7,221
P017,3,Column,54,6,57
P005,18,Column,200,9,205
P020,34,Wall,131,3,130
P021,32,Beam,339,3,337
P058,29,Beam,192,5,193
P031,25,Column,179,6,177
P100,26,Wall,305,6,307
P011,8,Wall,287,8,285
P052,19,Wall,240,8,243
P015,22,Slab,245,3,249
P083,29,Column,330,8,335
P007,33,Column,117,5,116
P028,3,Beam,208,9,206
P051,19,Beam,212,5,211
P058,10,Column,259,7,261
P005,27,Column,163,9,161
P005,15,Beam,226,7,224
P094,11,Column,341,3,343
P096,26,Beam,64,5,67
P008,24,Column,246,5,244
P064,13,Slab,18,7,17
P010,32,Slab,34,9,37
P038,4,Wall,312,8,312
P096,13,Column,323,7,326
P092,9,Beam,181,3,185
P081,34,Column,347,9,347
P095,7,Column,194,5,198
P008,1,Wall,192,3,191
P025,12,Beam,67,7,71
P073,21,Column,209,6,214
P066,11,Beam,167,7,165
P079,14,Column,246,5,245
P050,34,Wall,245,3,247
P067,34,Beam,166,8,165
P049,25,Column,296,8,296
P036,4,Slab,211,5,216
P068,26,Beam,133,7,137
P078,16,Wall,197,7,200
P041,10,Slab,347,4,351
P089,2,Beam,49,7,50
P062,19,Beam,64,5,66
P010,6,Beam,112,9,110
P021,19,Beam,356,9,360
P036,8,Column,185,3,188
P012,14,Column,104,3,103
P091,10,Beam,213,4,215
P002,3,Wall,5,8,10
P013,29,Column,119,5,119
P053,15,Beam,344,7,348
P032,23,Beam,249,6,247
P095,23,Wall,167,3,166
P016,18,Wall,242,5,246
P032,19,Wall,280,9,283
P032,28,Slab,363,4,362
P098,26,Beam,238,6,236
P011,10,Wall,306,8,309
P010,4,Beam,205,5,206
P015,2,Column,314,7,315
P017,3,Beam,1,8,3
P040,7,Beam,171,9,175
P018,16,Slab,167,3,166
P055,31,Column,258,9,263
P073,10,Column,63,7,65
P025,19,Slab,272,4,270
P059,28,Wall,37,3,40
P078,17,Wall,16,6,18
P089,28,Beam,254,3,258
P022,19,Slab,343,9,342
P030,23,Wall,346,7,350
P084,20,Column,336,8,341
P085,13,Slab,27,5,28
P044,13,Wall,111,9,112
P032,11,Column,233,5,238
P051,15,Slab,64,5,62
P046,17,Beam,97,9,97
P021,28,Beam,267,9,269
P099,19,Column,326,9,324
P032,4,Wall,232,4,233
P094,22,Wall,48,4,52
P039,22,Slab,350,5,349
P012,34,Column,210,6,209
P047,33,Wall,76,7,79
P018,33,Beam,247,6,247
P021,12,Column,316,9,321
P013,2,Beam,68,9,73
P021,28,Column,313,5,313
P008,10,Slab,64,7,65
P046,22,Wall,182,4,182
P007,17,Wall,80,3,80
P023,26,Wall,343,3,342
P096,3,Beam,203,7,206
P075,7,Wall,182,6,184
P086,8,Column,214,7,218
P022,20,Beam,120,6,119
P089,12,Slab,241,9,244
P022,17,Beam,335,8,334
P092,28,Slab,202,6,203
P029,10,Beam,292,3,295
P013,22,Wall,54,4,59
P082,33,Slab,145,5,148
P002,22,Wall,356,9,357
P029,13,Beam,86,4,91
P085,27,Slab,22,5,25
P079,15,Column,331,8,335
P052,22,Column,292,3,294
P027,30,Beam,236,9,234
P050,34,Slab,29,5,29
P095,34,Column,183,8,186
P079,19,Wall,160,9,160
P023,8,Wall,18,6,17
P088,33,Beam,38,7,37
P044,28,Wall,101,9,104
P077,25,Wall,290,9,293
P022,17,Wall,173,5,176
P043,24,Column,343,4,347
P037,21,Slab,67,3,71
P061,2,Beam,191,3,193
P097,31,Slab,43,9,46
P056,33,Slab,123,9,127
P003,30,Slab,278,8,278
P063,12,Column,343,7,342
P019,12,Wall,196,6,195
P023,24,Beam,333,9,337
P029,24,Slab,125,6,128
P030,11,Wall,96,3,97
P039,13,Column,157,6,161
P025,27,Slab,40,9,38
P008,8,Wall,360,9,363
P058,10,Column,173,8,178
P016,8,Wall,173,7,175
P072,20,Beam,120,3,118
P001,8,Wall,273,6,271
P005,9,Wall,358,5,361
P003,7,Beam,364,5,366
P065,14,Beam,346,8,350
P004,28,Wall,319,6,319
P099,2,Beam,261,5,264
P096,8,Wall,281,7,280
P064,13,Slab,329,4,331
P098,21,Wall,124,7,123
P089,28,Column,278,8,282
P010,23,Beam,93,7,97
P021,15,Slab,35,6,39
P046,2,Beam,311,9,314
P091,12,Beam,128,7,132
P027,3,Beam,20,6,23
P066,5,Column,261,3,262
P041,3,Column,167,6,165
P013,19,Wall,319,8,320
P009,2,Column,236,6,240
P036,17,Beam,32,3,30
P086,14,Slab,231,9,235
P090,28,Slab,191,4,195
P058,27,Slab,330,8,335
P054,10,Beam,145,3,145
P012,3,Column,101,6,103
P081,25,Slab,79,8,79
P078,22,Beam,160,5,158
P014,30,Beam,255,6,260
P034,21,Slab,279,3,282
P053,30,Slab,188,6,192
P020,28,Wall,210,9,211
P075,31,Wall,241,3,245
P016,26,Beam,56,7,54
P095,22,Wall,137,4,141
P070,21,Wall,106,4,109
P056,1,Slab,69,8,69
P083,13,Wall,190,3,193
P058,21,Beam,192,4,195
P004,9,Slab,278,5,278
P004,17,Wall,32,8,33
P020,21,Wall,175,5,179
P010,31,Wall,258,4,261
P024,22,Column,123,3,124
P099,12,Wall,85,8,88
P026,6,Wall,216,5,219
P037,16,Beam,216,9,216
P085,26,Wall,14,4,12
P054,5,Column,37,6,41
P021,9,Slab,27,5,25
P074,14,Wall,152,7,154
P038,30,Wall,64,8,64
P046,26,Beam,70,5,72
P004,29,Wall,154,8,157
P060,19,Wall,253,4,258
P057,8,Wall,271,4,271
P045,23,Wall,29,8,31
P020,31,Slab,74,4,73
P017,32,Beam,284,3,289
P071,5,Slab,59,8,57
P004,16,Column,243,3,241
P093,17,Wall,329,8,328
P014,32,Column,149,6,150
P003,32,Slab,10,6,15
P088,20,Column,132,5,131
P080,2,Wall,62,4,67
P058,20,Column,262,6,266
P055,18,Slab,218,4,223
P004,1,Wall,232,5,230
P024,29,Beam,336,3,341
P034,29,Slab,72,6,76
P030,19,Wall,16,7,16
P082,6,Beam,38,7,40
P019,8,Column,177,7,175
P031,24,Column,321,9,325
P060,20,Column,83,7,82
P060,14,Wall,17,7,17
P019,5,Column,156,7,161
P049,34,Column,172,7,170
P063,16,Beam,70,6,69
P083,7,Beam,71,7,75
P022,16,Beam,255,8,253
P024,7,Wall,131,8,136
P076,27,Slab,49,7,48
P030,14,Column,21,9,24
P058,14,Column,320,5,319
P031,33,Wall,220,6,225
P100,33,Column,187,8,185
P064,20,Wall,32,5,32
P019,7,Wall,203,4,201
P048,32,Wall,276,7,281
P045,3,Slab,242,3,240
P100,29,Wall,16,9,19
P094,24,Slab,316,9,316
P055,22,Slab,173,9,178
P055,6,Column,137,7,140
P097,24,Beam,179,7,177
P018,23,Slab,359,5,362
P063,10,Slab,61,9,63
P092,16,Beam,104,9,106
P047,11,Slab,317,9,322
P075,32,Beam,195,4,197
P057,6,Column,256,5,255
P045,24,Wall,76,6,77
P033,33,Beam,271,9,275
P017,12,Wall,181,4,186
P070,27,Beam,132,8,135
P004,18,Wall,151,4,149
P020,13,Column,155,4,160
P047,30,Slab,359,5,360
P091,13,Column,235,7,240
P015,34,Slab,248,7,251
P070,30,Wall,165,7,167
P047,25,Wall,205,7,209
P078,2,Slab,165,7,165
P075,18,Beam,213,6,215
P009,5,Column,254,3,258
P090,19,Beam,157,8,155
P016,18,Wall,177,4,178
P069,32,Column,75,3,76
P061,21,Column,178,6,181
P010,10,Beam,284,9,289
P050,22,Slab,330,9,329
P003,13,Slab,133,7,133
P077,17,Column,125,9,129
P094,9,Slab,312,6,317
P070,24,Wall,320,8,322
P081,14,Beam,127,8,131
P051,8,Beam,345,6,349
P019,19,Beam,225,9,225
P042,28,Column,17,3,15
P035,30,Column,353,4,358
P046,7,Slab,311,5,310
P026,26,Beam,246,5,248
P069,11,Wall,137,8,135
P093,14,Wall,217,4,217
P064,21,Beam,196,7,195
P037,8,Column,201,6,203
P084,3,Column,207,9,207
P049,28,Column,16,7,18
P021,29,Wall,13,8,17
P074,23,Beam,78,6,77
P064,18,Wall,214,5,213
P005,13,Beam,341,8,341
P100,12,Wall,329,8,334
P070,5,Wall,119,4,121
P090,11,Slab,181,3,182
P004,11,Wall,324,8,322
P039,31,Beam,330,3,329
P035,31,Wall,355,4,357
P001,13,Slab,137,8,137
P024,14,Slab,179,9,183
P057,25,Beam,208,8,208
P100,33,Slab,54,5,59
P070,33,Slab,79,6,78
P041,15,Column,271,9,274
P054,16,Beam,118,3,117
P046,6,Slab,106,5,110
P060,25,Slab,105,9,108
P060,15,Slab,303,8,308
P057,4,Beam,118,4,123
P031,4,Column,229,7,230
P084,30,Wall,148,5,148
P024,34,Column,354,5,356
P089,27,Beam,150,7,153
P036,31,Beam,304,8,309
P085,32,Beam,256,5,254
P030,9,Wall,82,3,80
P024,8,Beam,16,8,17
P030,14,Column,193,3,198
P086,33,Slab,211,3,214
P092,23,Slab,74,5,77
P007,21,Beam,277,8,279
P035,12,Beam,61,5,59
P055,2,Wall,24,5,22
P092,13,Slab,23,8,27
P014,4,Wall,343,8,345
P010,20,Wall,258,8,262
P080,14,Wall,198,9,201
P016,30,Wall,53,8,55
P054,29,Column,139,4,138
P095,8,Beam,271,8,269
P089,12,Beam,201,7,204
P077,26,Wall,164,8,162
P070,2,Wall,92,5,96
P044,14,Column,23,7,24
P073,6,Wall,88,9,87
P045,31,Column,182,6,181
P100,17,Column,355,3,360
P056,25,Wall,283,4,281
P084,32,Beam,21,7,21
P082,12,Column,49,9,49
P057,13,Beam,190,3,194
P021,19,Beam,205,4,207
P068,25,Column,44,8,43
P050,31,Slab,300,9,298
P033,25,Column,128,3,132
P091,16,Slab,189,9,194
P007,23,Column,170,5,174
P070,14,Column,279,5,282
P015,6,Beam,201,8,199
P082,25,Beam,125,3,123
P032,23,Wall,292,8,296
P075,12,Beam,311,8,314
P020,13,Beam,16,4,19
P088,34,Beam,345,3,346
P015,6,Beam,274,6,274
P048,8,Wall,294,8,295
P071,8,Beam,20,4,18
P021,33,Slab,19,4,17
P042,34,Slab,13,3,12
P026,15,Wall,17,7,22
P014,22,Beam,206,9,205
P057,23,Slab,30,8,30
P037,22,Column,299,8,302
P058,5,Slab,304,3,306
P021,31,Beam,43,7,41
P082,13,Slab,93,4,92
P069,28,Column,66,9,66
P003,20,Slab,119,5,120
P087,33,Beam,309,8,307
P090,16,Column,72,5,74
P037,29,Wall,334,9,334
P088,23,Column,162,8,165
P049,24,Slab,330,9,332
P019,34,Wall,328,3,326
P089,7,Column,269,8,269
P085,4,Column,218,7,221
P012,34,Column,254,8,258
P061,22,Beam,59,3,63
P041,5,Wall,32,9,31
P033,23,Wall,339,6,341
P050,15,Column,120,3,121
P068,31,Wall,310,3,315
P071,9,Slab,2,3,3
P086,25,Slab,118,3,122
P033,25,Column,37,7,39
P081,21,Slab,97,8,95
P024,9,Column,359,7,357
P061,22,Slab,257,7,255
P061,23,Column,128,6,132
P098,4,Column,359,6,360
P028,29,Wall,156,8,157
P058,15,Wall,145,8,144
P043,1,Column,57,9,55
P041,30,Wall,70,3,71
P039,29,Wall,44,7,45
P086,20,Beam,212,6,210
P049,33,Slab,175,5,173
P017,22,Wall,141,3,142
P098,13,Column,76,9,79
P070,7,Beam,158,4,160
P070,8,Beam,85,7,86
P098,28,Wall,322,3,321
P065,9,Column,309,8,309
P074,25,Column,18,3,21
P085,16,Column,284,4,282
P005,10,Column,42,8,46
P002,11,Column,134,5,133
P022,31,Slab,102,6,107
P057,12,Column,137,6,139
P066,31,Column,222,4,226
P074,14,Slab,229,9,234
P098,32,Wall,294,4,294
P016,17,Beam,306,9,309
P051,1,Slab,316,9,317
P039,29,Beam,119,6,117
P086,4,Beam,99,5,100
P076,23,Slab,350,5,349
P088,28,Column,324,3,328
P040,16,Beam,159,4,164
P038,12,Column,239,4,243
P060,21,Wall,320,4,318
P059,17,Slab,335,8,336
P010,13,Beam,189,6,193
P099,32,Column,309,6,307
P064,15,Beam,249,6,248
P063,12,Wall,26,5,31
P049,15,Wall,189,6,190
P064,34,Beam,140,3,145
P032,6,Slab,181,8,181
P007,17,Wall,21,6,25
P021,20,Column,163,8,165
P020,9,Wall,71,8,72
P026,5,Column,82,5,80
P068,23,Beam,155,4,160
P086,33,Column,316,8,319
P015,14,Beam,355,3,356
P085,17,Wall,47,5,45
P079,19,Slab,194,7,198
P086,33,Wall,224,8,227
P092,1,Wall,237,9,236
P014,13,Wall,280,8,285
P027,27,Wall,10,4,13
P040,6,Slab,152,6,154
P058,6,Wall,344,5,342
P028,33,Column,104,7,105
P026,30,Slab,124,5,128
P063,23,Slab,185,6,188
P066,10,Column,290,5,289
P025,19,Beam,41,7,46
P003,28,Wall,11,5,14
P072,23,Slab,218,3,218
P044,4,Wall,1,3,2
P097,20,Wall,171,6,173
P042,19,Column,338,9,337
P099,27,Column,282,9,283
P006,34,Column,53,7,51
P039,4,Wall,125,7,123
P052,7,Slab,175,7,173
P023,7,Slab,265,7,270
