project_id,floor_no,element_type,planned_start_day,cycle_time_days,actual_start_day,formwork_type,area_sqm,quantity,cost_per_sqm,total_cost
P048,16,Slab,39,9,44,Aluminum,65.3,6,1100,430979.99999999994
P041,34,Wall,109,3,108,Aluminum,83.02,17,1100,1552474.0
P013,22,Column,64,6,68,Timber,37.26,23,600,514187.99999999994
P045,17,Slab,175,9,174,Steel,56.07,23,850,1096168.5
P089,23,Wall,279,7,281,Steel,20.88,8,850,141984.0
P053,9,Column,32,9,30,Timber,48.95,5,600,146850.0
P042,2,Beam,209,7,214,Aluminum,43.82,6,1100,289212.0
P100,32,Slab,19,6,19,Aluminum,48.54,22,1100,1174667.9999999998
P063,22,Beam,106,7,109,Timber,19.67,16,600,188832.00000000003
P027,13,Column,206,6,211,Aluminum,45.86,13,1100,655798.0
P038,8,Wall,247,9,252,Timber,88.32,9,600,476927.99999999994
P060,1,Wall,323,4,323,Aluminum,94.33,20,1100,2075260.0
P007,17,Column,167,5,166,Aluminum,31.76,8,1100,279488.0
P005,12,Beam,89,4,90,Aluminum,37.05,24,1100,978119.9999999999
P045,4,Wall,316,3,321,Timber,10.86,7,600,45612.0
P058,13,Slab,11,4,11,Timber,20.4,22,600,269280.0
P031,31,Beam,49,4,53,Timber,41.06,12,600,295632.0
P023,7,Beam,61,7,66,Steel,71.66,6,850,365466.0
P042,23,Slab,171,8,170,Steel,36.3,16,850,493679.99999999994
P010,24,Column,143,9,144,Timber,16.79,5,600,50369.99999999999
P032,5,Wall,207,8,205,Steel,75.78,22,850,1417086.0
P053,5,Beam,201,6,205,Steel,52.01,14,850,618919.0
P030,17,Wall,5,3,3,Aluminum,56.73,12,1100,748836.0
P039,30,Wall,211,8,210,Aluminum,39.34,8,1100,346192.00000000006
P031,9,Beam,29,7,33,Aluminum,65.17,22,1100,1577114.0
P082,6,Column,190,3,189,Steel,90.17,7,850,536511.5
P100,25,Beam,188,5,186,Steel,59.84,7,850,356048.0
P002,19,Column,325,6,324,Timber,62.88,16,600,603648.0
P078,16,Slab,255,7,259,Steel,43.62,23,850,852771.0
P077,21,Column,150,4,152,Steel,17.44,21,850,311304.0
P093,2,Column,13,9,13,Timber,48.57,21,600,611982.0
P012,10,Beam,157,5,159,Timber,93.22,8,600,447456.0
P039,16,Wall,80,4,81,Timber,71.22,11,600,470052.0
P066,15,Wall,356,8,355,Aluminum,54.12,11,1100,654851.9999999999
P096,13,Column,273,9,272,Timber,65.88,11,600,434807.99999999994
P013,13,Column,148,3,152,Aluminum,60.27,12,1100,795564.0
P046,32,Beam,206,5,207,Steel,92.12,23,850,1800946.0000000002
P027,8,Column,114,9,118,Steel,30.15,13,850,333157.5
P017,18,Beam,6,9,6,Aluminum,89.98,13,1100,1286714.0
P095,26,Slab,278,7,276,Aluminum,71.96,18,1100,1424808.0
P098,10,Column,232,4,237,Aluminum,21.5,22,1100,520300.0
P060,31,Slab,137,8,139,Steel,43.47,13,850,480343.5
P064,33,Column,160,4,160,Steel,49.27,9,850,376915.5
P088,29,Column,344,3,342,Timber,17.46,12,600,125712.0
P035,5,Slab,289,3,287,Timber,59.88,8,600,287424.0
P070,13,Slab,205,8,204,Steel,33.34,24,850,680136.0000000001
P083,1,Beam,326,6,327,Timber,51.23,18,600,553284.0
P030,23,Beam,305,8,308,Timber,49.49,21,600,623574.0
P071,3,Slab,360,6,365,Aluminum,56.95,20,1100,1252900.0
P074,3,Column,158,8,157,Steel,86.16,13,850,952067.9999999999
P096,7,Beam,358,8,362,Aluminum,80.27,9,1100,794673.0
P098,15,Column,106,3,109,Steel,88.57,9,850,677560.4999999999
P063,3,Wall,82,6,87,Steel,61.51,10,850,522835.0
P028,29,Beam,342,8,343,Aluminum,65.42,10,1100,719620.0
P060,30,Beam,270,9,275,Steel,48.74,12,850,497148.0
P079,18,Beam,49,4,48,Aluminum,74.55,20,1100,1640100.0
P094,11,Wall,206,3,208,Aluminum,28.44,18,1100,563112.0
P037,1,Slab,218,9,217,Steel,52.77,5,850,224272.50000000003
P093,29,Column,306,9,308,Steel,74.28,20,850,1262760.0
P022,10,Wall,164,5,167,Aluminum,80.01,19,1100,1672209.0
P068,28,Slab,279,3,279,Timber,32.32,9,600,174528.0
P020,31,Beam,322,8,322,Timber,26.34,13,600,205452.0
P096,19,Slab,231,7,234,Steel,35.97,7,850,214021.5
P100,3,Slab,199,7,202,Steel,92.81,11,850,867773.5000000001
P068,15,Slab,214,9,213,Timber,21.62,11,600,142692.0
P091,33,Column,284,9,284,Steel,95.78,20,850,1628260.0
P064,26,Slab,276,3,274,Steel,99.53,7,850,592203.5
P017,16,Slab,185,5,190,Timber,80.51,19,600,917814.0
P012,33,Slab,210,3,212,Steel,78.44,11,850,733413.9999999999
P022,20,Slab,121,5,124,Timber,95.8,7,600,402360.0
P017,13,Wall,216,8,220,Timber,36.15,20,600,433800.0
P010,33,Wall,97,4,98,Timber,21.61,10,600,129660.0
P065,5,Slab,119,4,121,Steel,84.08,12,850,857616.0
P022,14,Slab,282,5,281,Aluminum,25.38,20,1100,558360.0
P090,27,Slab,106,9,106,Aluminum,14.09,10,1100,154990.0
P082,23,Beam,318,6,318,Aluminum,27.68,20,1100,608960.0
P050,14,Slab,142,4,147,Steel,49.41,6,850,251990.99999999997
P014,4,Slab,323,7,321,Steel,54.56,5,850,231880.0
P064,19,Wall,268,3,268,Steel,15.63,23,850,305566.5
P047,4,Wall,291,8,290,Steel,49.91,18,850,763622.9999999999
P029,30,Wall,167,6,166,Aluminum,64.39,23,1100,1629067.0
P076,19,Column,160,9,161,Timber,93.86,8,600,450528.0
P036,31,Beam,231,7,233,Steel,30.46,6,850,155346.0
P099,31,Slab,14,3,18,Steel,28.99,6,850,147849.0
P052,9,Wall,193,7,198,Steel,45.05,16,850,612680.0
P076,13,Column,155,6,157,Timber,98.53,15,600,886770.0
P007,14,Slab,101,5,103,Aluminum,40.26,22,1100,974291.9999999999
P029,10,Slab,60,3,64,Steel,13.95,23,850,272722.5
P011,31,Wall,43,7,48,Aluminum,33.91,21,1100,783320.9999999999
P033,23,Slab,193,8,194,Steel,60.25,8,850,409700.0
P006,27,Slab,311,9,312,Aluminum,47.13,16,1100,829488.0
P079,6,Slab,109,8,110,Steel,79.68,7,850,474096.0
P032,26,Wall,93,7,91,Aluminum,64.65,20,1100,1422300.0
P051,2,Column,216,9,217,Steel,60.35,8,850,410380.0
P075,13,Slab,163,6,168,Steel,39.07,10,850,332095.0
P058,19,Column,351,6,351,Aluminum,59.67,5,1100,328185.0
P087,1,Slab,234,9,237,Aluminum,65.4,9,1100,647460.0
P026,32,Wall,351,8,349,Timber,26.13,14,600,219492.0
P098,22,Column,167,8,171,Timber,76.23,18,600,823284.0000000001
P046,29,Wall,148,9,148,Timber,45.36,9,600,244944.0
P098,2,Beam,28,6,32,Timber,76.8,14,600,645120.0
P029,11,Slab,259,5,261,Aluminum,25.99,13,1100,371657.0
P004,17,Beam,86,4,85,Timber,69.09,17,600,704718.0
P081,8,Beam,108,7,110,Steel,12.42,21,850,221697.0
P099,22,Beam,117,5,118,Aluminum,24.31,23,1100,615043.0
P013,4,Slab,364,7,363,Steel,90.2,24,850,1840080.0000000002
P039,11,Wall,15,8,17,Timber,51.53,5,600,154590.0
P015,8,Beam,211,5,209,Timber,55.71,13,600,434538.0
P029,9,Column,318,8,319,Timber,91.68,22,600,1210176.0
P029,26,Slab,31,9,33,Aluminum,53.64,9,1100,531036.0
P075,2,Wall,282,9,281,Steel,68.91,18,850,1054323.0
P032,16,Wall,185,8,185,Steel,29.98,23,850,586109.0
P002,31,Beam,66,8,68,Aluminum,17.34,19,1100,362406.0
P047,6,Slab,316,3,314,Timber,41.8,8,600,200640.0
P078,21,Beam,63,4,62,Timber,81.88,8,600,393024.0
P084,26,Column,228,8,230,Aluminum,50.22,22,1100,1215324.0
P022,19,Wall,101,7,101,Steel,25.13,22,850,469931.0
P075,28,Wall,356,6,357,Steel,59.06,12,850,602412.0
P027,8,Slab,139,4,144,Steel,33.75,6,850,172125.0
P067,14,Wall,119,7,120,Steel,95.2,20,850,1618400.0
P081,24,Slab,57,3,61,Timber,61.97,18,600,669276.0
P056,26,Beam,131,8,132,Timber,98.47,5,600,295410.0
P092,31,Column,37,7,40,Aluminum,13.88,21,1100,320628.0
P093,32,Slab,111,7,110,Aluminum,11.04,14,1100,170016.0
P021,2,Beam,153,7,157,Aluminum,52.94,20,1100,1164680.0
P047,25,Column,250,4,254,Timber,87.58,7,600,367835.99999999994
P080,2,Wall,242,8,246,Timber,57.2,23,600,789360.0000000001
P059,1,Column,208,7,211,Timber,88.86,15,600,799740.0
P084,12,Column,170,6,174,Aluminum,21.75,19,1100,454575.0
P006,9,Column,257,8,257,Timber,72.94,22,600,962807.9999999999
P019,28,Wall,279,5,284,Steel,69.39,24,850,1415556.0
P057,33,Slab,363,6,363,Timber,59.05,23,600,814889.9999999999
P069,22,Slab,113,3,115,Steel,46.46,11,850,434401.0
P003,25,Column,175,9,176,Steel,68.24,10,850,580040.0
P001,18,Beam,89,4,88,Steel,59.51,13,850,657585.5
P058,6,Beam,135,5,138,Timber,34.54,17,600,352307.99999999994
P038,18,Column,294,4,297,Aluminum,19.42,12,1100,256344.00000000003
P015,16,Column,303,4,304,Steel,44.8,22,850,837759.9999999999
P034,15,Beam,359,7,362,Steel,56.12,7,850,333914.0
P061,8,Column,206,6,207,Timber,55.77,5,600,167310.0
P035,13,Column,318,5,323,Timber,48.3,22,600,637560.0
P064,7,Slab,73,7,75,Steel,39.46,8,850,268328.0
P025,17,Slab,259,5,261,Aluminum,41.54,22,1100,1005268.0
P024,32,Column,358,8,360,Timber,33.93,20,600,407160.0
P012,22,Column,148,8,146,Steel,62.19,22,850,1162952.9999999998
P018,13,Wall,225,6,223,Aluminum,86.49,7,1100,665973.0
P015,23,Slab,105,7,108,Timber,89.17,18,600,963036.0
P080,29,Column,44,5,43,Aluminum,99.44,14,1100,1531375.9999999998
P027,22,Wall,356,9,355,Steel,17.99,9,850,137623.5
P072,1,Wall,26,8,28,Aluminum,29.28,12,1100,386496.0
P060,29,Wall,304,7,304,Steel,75.72,22,850,1415964.0
P046,5,Wall,261,4,260,Timber,68.07,9,600,367577.99999999994
P089,10,Slab,59,8,62,Steel,22.05,16,850,299880.0
P017,19,Wall,61,3,65,Steel,66.79,8,850,454172.00000000006
P093,7,Slab,305,5,303,Timber,46.58,16,600,447168.0
P053,13,Wall,70,9,75,Steel,96.12,17,850,1388934.0
P008,10,Wall,271,8,275,Aluminum,86.97,18,1100,1722006.0
P079,2,Beam,257,6,261,Timber,16.59,18,600,179172.0
P027,6,Slab,125,5,128,Aluminum,18.1,23,1100,457930.0
P046,8,Beam,19,3,22,Timber,47.54,14,600,399335.99999999994
P050,25,Beam,119,5,117,Steel,10.75,13,850,118787.5
P071,7,Wall,320,5,325,Aluminum,18.49,22,1100,447457.99999999994
P003,23,Slab,66,8,67,Timber,93.93,21,600,1183518.0000000002
P093,19,Column,245,5,249,Aluminum,81.32,9,1100,805067.9999999999
P064,22,Wall,57,6,59,Timber,70.54,6,600,253944.0
P044,13,Slab,44,3,49,Timber,84.72,14,600,711648.0
P053,21,Beam,12,8,16,Aluminum,32.5,5,1100,178750.0
P024,1,Slab,236,3,239,Aluminum,75.3,12,1100,993959.9999999999
P060,19,Wall,24,6,29,Aluminum,65.4,12,1100,863280.0000000001
P003,33,Slab,257,5,257,Aluminum,86.38,10,1100,950180.0
P020,4,Beam,284,5,289,Timber,35.44,9,600,191376.0
P046,3,Slab,324,8,326,Aluminum,78.73,22,1100,1905266.0000000002
P015,27,Slab,361,3,365,Aluminum,86.74,11,1100,1049554.0
P025,28,Beam,251,5,249,Aluminum,59.41,8,1100,522807.99999999994
P094,6,Wall,94,9,94,Aluminum,47.24,5,1100,259820.00000000003
P078,6,Column,22,4,21,Aluminum,95.38,6,1100,629508.0
P071,23,Beam,157,5,158,Aluminum,25.21,23,1100,637813.0
P017,33,Beam,89,9,92,Steel,13.26,7,850,78897.0
P084,16,Wall,202,5,200,Steel,26.12,5,850,111010.0
P100,24,Wall,197,7,198,Timber,71.51,17,600,729402.0
P009,5,Slab,45,3,48,Aluminum,81.01,12,1100,1069332.0000000002
P038,13,Beam,79,3,83,Aluminum,74.51,16,1100,1311376.0
P048,12,Slab,39,9,43,Timber,47.79,12,600,344088.0
P060,5,Slab,284,4,287,Aluminum,97.08,11,1100,1174667.9999999998
P063,31,Wall,155,4,160,Aluminum,49.99,12,1100,659868.0
P086,28,Wall,149,4,151,Aluminum,98.32,19,1100,2054888.0
P002,28,Slab,343,3,343,Steel,92.63,11,850,866090.5
P088,30,Beam,52,7,54,Aluminum,46.64,16,1100,820864.0
P072,18,Beam,251,7,256,Steel,24.49,22,850,457963.0
P011,27,Slab,147,6,148,Aluminum,18.09,8,1100,159192.0
P064,26,Column,329,3,333,Aluminum,57.83,10,1100,636130.0
P077,18,Column,350,6,348,Timber,78.69,15,600,708210.0
P081,33,Wall,258,5,259,Timber,25.84,14,600,217056.0
P072,25,Beam,273,4,271,Aluminum,38.64,23,1100,977592.0
P021,31,Slab,125,6,129,Aluminum,66.75,22,1100,1615350.0
P018,2,Slab,204,8,208,Aluminum,51.48,16,1100,906048.0
P094,33,Beam,256,6,257,Steel,64.35,21,850,1148647.5
P064,32,Wall,131,3,136,Aluminum,70.87,24,1100,1870968.0000000002
P082,18,Wall,21,4,23,Timber,44.26,6,600,159336.0
P095,17,Column,78,4,83,Steel,80.74,23,850,1578467.0
P038,34,Beam,335,7,339,Aluminum,73.26,16,1100,1289376.0
P032,7,Beam,51,6,52,Steel,71.88,15,850,916469.9999999999
P011,30,Slab,362,7,361,Steel,23.45,19,850,378717.5
P045,12,Beam,361,6,365,Steel,52.68,15,850,671670.0
P089,11,Column,266,3,268,Steel,61.95,15,850,789862.5
P033,4,Beam,116,3,117,Aluminum,30.37,14,1100,467698.0
P041,25,Slab,55,5,56,Timber,78.27,23,600,1080126.0
P008,32,Column,292,6,292,Steel,20.9,7,850,124354.99999999999
P011,20,Slab,51,6,55,Timber,23.49,8,600,112751.99999999999
P086,31,Beam,330,4,332,Steel,47.2,7,850,280840.0
P051,4,Wall,273,9,273,Timber,22.18,19,600,252852.0
P088,1,Beam,254,4,256,Steel,11.05,10,850,93925.0
P041,3,Beam,61,9,66,Steel,47.03,13,850,519681.5
P017,22,Slab,347,7,345,Aluminum,68.37,12,1100,902484.0000000001
P076,17,Wall,351,5,353,Aluminum,54.56,6,1100,360096.0
P046,14,Beam,225,3,227,Steel,14.7,23,850,287385.0
P032,13,Column,336,6,337,Timber,30.92,19,600,352488.0
P079,2,Column,103,7,102,Aluminum,57.19,12,1100,754908.0
P080,13,Slab,48,5,51,Aluminum,76.43,23,1100,1933679.0
P054,16,Slab,225,4,227,Aluminum,81.45,9,1100,806355.0000000001
P086,18,Wall,342,5,342,Aluminum,56.74,16,1100,998624.0
P092,7,Slab,233,7,232,Steel,68.15,16,850,926840.0000000001
P020,30,Wall,70,3,75,Timber,91.31,13,600,712218.0
P033,7,Beam,47,4,49,Aluminum,15.87,22,1100,384054.0
P074,15,Column,228,8,227,Aluminum,18.93,14,1100,291522.0
P040,19,Column,10,4,15,Timber,51.21,9,600,276534.0
P032,2,Column,185,3,183,Aluminum,64.88,19,1100,1355991.9999999998
P097,13,Slab,80,9,79,Timber,10.42,24,600,150048.0
P002,31,Slab,13,4,11,Steel,50.73,23,850,991771.5
P097,16,Beam,314,7,313,Aluminum,25.55,14,1100,393470.0
P033,6,Slab,340,9,339,Timber,68.06,21,600,857556.0
P077,28,Wall,324,4,324,Aluminum,34.1,10,1100,375100.0
P030,32,Column,84,6,87,Steel,91.17,13,850,1007428.5
P033,10,Beam,86,5,86,Timber,15.75,21,600,198450.0
P077,18,Wall,157,9,158,Timber,82.83,22,600,1093356.0
P026,4,Wall,144,7,143,Timber,45.31,18,600,489348.0
P022,9,Slab,63,3,61,Aluminum,87.14,10,1100,958540.0
P066,7,Slab,43,7,47,Timber,83.36,15,600,750240.0
P038,8,Column,158,6,157,Timber,31.54,23,600,435252.0
P090,7,Beam,185,9,189,Timber,14.55,20,600,174600.0
P046,3,Wall,286,4,288,Steel,72.6,6,850,370260.0
P015,17,Slab,323,4,321,Timber,28.4,11,600,187440.0
P098,2,Slab,24,8,26,Timber,93.75,10,600,562500.0
P044,15,Beam,357,7,358,Timber,16.05,19,600,182970.0
P049,29,Beam,205,4,210,Steel,39.16,17,850,565861.9999999999
P075,22,Slab,362,4,364,Timber,11.14,11,600,73524.0
P061,4,Slab,224,6,229,Aluminum,38.53,24,1100,1017192.0
P067,6,Column,101,3,106,Timber,58.71,7,600,246582.00000000003
P006,26,Beam,204,8,205,Aluminum,68.94,19,1100,1440846.0
P009,11,Wall,8,8,9,Steel,75.38,24,850,1537752.0
P006,26,Slab,172,8,173,Steel,85.01,7,850,505809.50000000006
P073,17,Slab,208,9,213,Timber,19.97,19,600,227657.99999999997
P095,24,Slab,96,5,98,Timber,78.57,7,600,329994.0
P032,28,Slab,162,7,163,Steel,35.05,19,850,566057.5
P041,31,Column,291,3,292,Steel,22.44,5,850,95370.0
P076,13,Beam,96,5,96,Steel,33.91,24,850,691763.9999999999
P008,16,Slab,306,3,310,Aluminum,87.22,15,1100,1439130.0
P072,15,Beam,145,7,150,Aluminum,66.47,8,1100,584936.0
P050,18,Wall,258,8,261,Timber,63.76,23,600,879888.0
P092,27,Wall,300,6,299,Aluminum,62.62,14,1100,964348.0
P062,28,Wall,102,6,103,Steel,46.78,8,850,318104.0
P084,9,Wall,177,6,175,Timber,47.53,20,600,570360.0
P062,12,Beam,328,3,326,Aluminum,23.35,5,1100,128425.0
P007,15,Wall,110,7,110,Timber,39.94,17,600,407388.0
P075,21,Wall,198,4,200,Aluminum,56.08,23,1100,1418824.0
P084,33,Slab,129,4,131,Timber,64.54,18,600,697032.0
P080,19,Slab,359,6,361,Steel,16.45,17,850,237702.49999999997
P004,23,Slab,137,9,142,Steel,40.04,8,850,272272.0
P006,13,Column,27,3,28,Steel,40.55,14,850,482544.99999999994
P058,1,Slab,137,4,140,Aluminum,56.36,12,1100,743951.9999999999
P022,29,Wall,164,3,168,Timber,73.9,13,600,576420.0
P026,24,Beam,349,7,352,Timber,67.17,18,600,725436.0
P003,16,Wall,356,9,358,Timber,61.38,12,600,441936.00000000006
P041,25,Beam,131,9,133,Aluminum,36.23,5,1100,199264.99999999997
P060,23,Wall,151,6,150,Steel,85.52,15,850,1090380.0
P014,28,Column,246,5,249,Steel,80.68,20,850,1371560.0
P075,16,Slab,110,6,111,Timber,26.53,5,600,79590.0
P082,11,Wall,73,5,74,Timber,68.96,23,600,951648.0
P012,3,Slab,286,9,290,Aluminum,91.6,24,1100,2418239.9999999995
P087,15,Column,275,4,280,Timber,49.2,22,600,649440.0
P012,1,Column,358,9,356,Timber,93.23,11,600,615318.0
P013,7,Slab,67,8,65,Aluminum,11.98,13,1100,171314.0
P025,1,Slab,50,5,49,Timber,56.46,10,600,338760.0
P045,32,Beam,304,8,304,Steel,33.06,24,850,674424.0
P019,9,Slab,3,3,4,Aluminum,33.59,10,1100,369490.00000000006
P055,29,Slab,226,9,230,Steel,88.98,5,850,378165.0
P100,26,Beam,66,8,64,Timber,38.03,10,600,228180.0
P045,23,Wall,155,5,157,Timber,12.1,20,600,145200.0
P008,29,Beam,362,4,363,Aluminum,58.57,8,1100,515416.0
P093,33,Wall,111,4,112,Aluminum,97.38,7,1100,749826.0
P053,7,Wall,296,9,297,Aluminum,17.12,13,1100,244816.0
P055,12,Wall,256,6,259,Aluminum,35.77,12,1100,472164.0
P032,31,Beam,274,4,272,Timber,52.26,11,600,344916.0
P051,32,Beam,155,3,154,Timber,84.74,16,600,813504.0
P044,20,Column,139,5,137,Steel,34.2,5,850,145350.0
P082,17,Wall,167,7,172,Steel,40.93,16,850,556648.0
P070,3,Beam,19,4,21,Aluminum,44.6,20,1100,981200.0
P018,1,Column,345,8,347,Timber,44.17,18,600,477036.00000000006
P083,27,Wall,223,5,223,Aluminum,28.03,15,1100,462495.00000000006
P022,33,Beam,57,6,55,Aluminum,92.41,24,1100,2439624.0
P037,20,Beam,294,7,292,Aluminum,81.36,23,1100,2058408.0
P096,14,Beam,133,6,133,Aluminum,97.81,23,1100,2474593.0
P056,5,Slab,338,3,343,Aluminum,43.39,17,1100,811393.0
P059,23,Column,292,6,292,Timber,14.08,16,600,135168.0
P003,15,Beam,344,5,345,Steel,20.4,14,850,242759.99999999997
P028,6,Slab,205,7,206,Aluminum,42.17,19,1100,881353.0
P074,33,Column,119,9,124,Timber,92.0,17,600,938400.0
P035,19,Column,253,6,255,Aluminum,98.3,17,1100,1838210.0
P061,13,Slab,85,6,89,Timber,83.98,19,600,957372.0000000001
P093,29,Column,185,9,189,Steel,31.46,21,850,561561.0
P054,6,Slab,225,8,229,Steel,69.37,15,850,884467.5000000001
P063,15,Wall,148,8,152,Timber,63.69,14,600,534996.0
P079,16,Beam,280,3,279,Aluminum,84.09,8,1100,739992.0
P097,24,Slab,227,9,229,Steel,55.88,21,850,997458.0
P007,23,Column,286,9,289,Aluminum,38.63,18,1100,764874.0
P076,10,Column,284,5,282,Aluminum,11.73,6,1100,77418.0
P049,17,Wall,181,6,185,Timber,81.55,11,600,538230.0
P094,30,Wall,109,5,108,Aluminum,57.72,20,1100,1269840.0
P085,10,Wall,135,4,136,Timber,58.08,21,600,731808.0
P031,19,Wall,291,3,291,Timber,96.14,8,600,461472.0
P058,29,Wall,290,8,290,Timber,53.76,7,600,225792.0
P061,2,Beam,103,9,108,Steel,38.42,9,850,293913.0
P024,19,Slab,201,3,205,Aluminum,40.59,10,1100,446490.00000000006
P020,7,Wall,117,3,119,Timber,11.06,10,600,66360.0
P037,26,Wall,332,5,336,Timber,21.01,10,600,126060.00000000001
P004,15,Beam,310,9,308,Aluminum,13.94,23,1100,352682.0
P092,3,Slab,29,8,27,Steel,31.89,15,850,406597.5
P020,16,Wall,27,8,27,Timber,15.82,23,600,218316.0
P060,2,Slab,13,6,18,Timber,39.8,18,600,429840.0
P024,31,Slab,42,6,44,Timber,21.35,19,600,243390.00000000003
P050,28,Beam,224,5,227,Timber,92.61,9,600,500094.0
P049,7,Beam,21,5,23,Aluminum,94.45,16,1100,1662320.0
P051,30,Wall,136,4,137,Timber,64.31,17,600,655962.0
P096,7,Column,326,7,330,Steel,82.49,22,850,1542563.0
P036,29,Beam,221,7,222,Aluminum,70.95,7,1100,546315.0
P098,24,Slab,145,3,146,Steel,83.0,16,850,1128800.0
P100,4,Slab,10,6,14,Aluminum,67.58,9,1100,669042.0
P066,29,Wall,225,8,228,Aluminum,48.72,17,1100,911064.0
P079,5,Wall,141,9,140,Aluminum,88.64,17,1100,1657568.0000000002
P034,29,Wall,106,3,108,Steel,49.43,10,850,420155.0
P036,30,Slab,268,9,270,Steel,45.66,20,850,776220.0
P006,29,Beam,194,8,197,Timber,66.19,7,600,277998.0
P039,26,Column,128,6,132,Steel,94.41,11,850,882733.5
P042,19,Beam,213,6,214,Timber,49.8,14,600,418319.99999999994
P058,26,Column,151,4,151,Aluminum,61.75,8,1100,543400.0
P012,27,Beam,180,5,185,Timber,54.31,16,600,521376.0
P003,30,Wall,317,9,318,Steel,91.88,10,850,780980.0
P018,30,Slab,26,5,25,Aluminum,70.91,22,1100,1716022.0
P040,3,Column,15,5,18,Aluminum,47.76,11,1100,577896.0
P021,7,Beam,22,7,26,Timber,64.62,6,600,232632.00000000003
P015,9,Slab,345,5,350,Timber,24.05,12,600,173160.0
P097,13,Column,65,7,65,Steel,40.77,22,850,762399.0
P099,15,Column,251,8,253,Aluminum,76.26,17,1100,1426062.0
P026,5,Slab,21,3,20,Timber,60.62,7,600,254603.99999999997
P008,29,Wall,233,9,232,Aluminum,38.28,17,1100,715836.0
P100,27,Slab,16,7,21,Steel,42.61,11,850,398403.5
P094,27,Wall,272,6,275,Aluminum,82.88,5,1100,455840.0
P087,8,Beam,205,4,205,Timber,58.68,22,600,774576.0
P042,32,Beam,298,9,299,Steel,31.49,20,850,535330.0
P044,20,Slab,160,4,161,Steel,36.71,15,850,468052.5
P014,10,Wall,41,6,39,Aluminum,52.11,21,1100,1203741.0
P078,13,Beam,108,8,108,Timber,78.66,9,600,424763.99999999994
P002,29,Wall,125,9,126,Aluminum,99.77,10,1100,1097470.0
P037,8,Wall,152,3,151,Aluminum,26.72,18,1100,529056.0
P069,29,Wall,13,4,16,Aluminum,77.94,18,1100,1543212.0
P038,31,Slab,203,9,204,Timber,65.55,23,600,904589.9999999999
P041,30,Wall,79,6,82,Aluminum,57.81,9,1100,572319.0
P062,22,Slab,42,4,47,Aluminum,96.98,22,1100,2346916.0
P060,21,Beam,169,7,174,Steel,39.05,15,850,497887.5
P014,12,Beam,249,8,250,Steel,25.93,16,850,352648.0
P089,11,Column,121,4,124,Steel,88.98,23,850,1739559.0000000002
P084,2,Column,272,8,271,Timber,16.18,21,600,203867.99999999997
P002,2,Beam,300,8,300,Aluminum,83.54,21,1100,1929774.0000000002
P070,34,Wall,209,7,207,Aluminum,63.03,6,1100,415998.0
P017,3,Wall,158,9,161,Steel,24.76,10,850,210460.00000000003
P089,16,Beam,121,8,122,Aluminum,30.46,23,1100,770638.0
P028,4,Beam,227,7,230,Timber,24.03,10,600,144180.0
P066,23,Column,24,4,27,Aluminum,74.65,5,1100,410575.0
P035,20,Wall,230,4,231,Steel,23.26,18,850,355878.0
P005,25,Beam,26,8,30,Timber,71.32,6,600,256751.99999999997
P065,30,Column,58,7,59,Aluminum,21.53,16,1100,378928.0
P040,18,Column,265,4,265,Aluminum,82.2,21,1100,1898820.0
P076,11,Wall,126,8,125,Aluminum,92.75,8,1100,816200.0
P056,29,Column,275,9,280,Timber,60.34,8,600,289632.0
P036,17,Column,28,3,27,Aluminum,96.96,11,1100,1173216.0
P045,26,Slab,301,5,306,Steel,45.13,17,850,652128.5
P023,23,Beam,128,9,127,Steel,32.01,21,850,571378.4999999999
P047,20,Wall,94,9,93,Steel,25.96,18,850,397188.0
P031,2,Beam,191,5,190,Steel,53.11,21,850,948013.5
P011,24,Slab,272,6,277,Timber,21.77,20,600,261240.0
P010,31,Wall,5,8,9,Steel,88.82,20,850,1509940.0
P067,27,Beam,157,5,156,Steel,80.63,10,850,685355.0
P014,2,Column,52,3,53,Steel,60.59,6,850,309009.0
P080,14,Wall,243,8,244,Timber,74.93,21,600,944118.0000000001
P074,4,Slab,151,5,150,Timber,14.5,6,600,52200.0
P093,13,Column,262,5,261,Aluminum,28.32,22,1100,685344.0
P010,8,Slab,305,3,305,Steel,65.91,24,850,1344564.0
P076,2,Column,80,7,83,Aluminum,52.97,16,1100,932272.0
P094,6,Beam,183,5,183,Timber,64.42,8,600,309216.0
P001,31,Beam,354,9,356,Aluminum,18.01,13,1100,257543.00000000003
P005,10,Beam,107,6,108,Timber,68.72,15,600,618480.0
P020,21,Slab,154,9,158,Aluminum,82.33,21,1100,1901823.0
P008,10,Wall,293,5,292,Steel,59.16,17,850,854861.9999999999
P043,23,Beam,205,5,209,Timber,42.17,23,600,581946.0
P076,3,Slab,116,3,119,Timber,25.72,12,600,185184.0
P001,32,Column,17,3,21,Timber,33.88,9,600,182952.0
P057,20,Beam,288,8,289,Steel,57.03,14,850,678657.0000000001
P064,10,Column,156,6,160,Steel,33.0,19,850,532950.0
P084,29,Beam,25,4,27,Timber,80.02,23,600,1104276.0
P028,34,Column,278,3,283,Timber,21.86,13,600,170508.0
P037,20,Slab,317,4,317,Steel,56.48,20,850,960159.9999999999
P047,8,Beam,126,6,128,Steel,54.64,20,850,928880.0
P076,7,Slab,300,5,298,Steel,22.5,12,850,229500.0
